Employee_ID,Date,Claimed_Hours,Active_Hours,Claimed_Minus_Active,Utilization_Rate,Commits,PRs_Opened,Tasks_Done,Performance_Score,Meetings_Hours,Recent_HR_Flag,Project_Type,Role_Level,Team_ID,Productivity_Level
E010,2024-09-23,7.55,6.86,0.68,90.95,5,3,8,12.83,0.87,0,Design,Mid,T08,Low
E010,2024-09-24,8.68,8.27,0.42,95.22,0,1,9,12.7,1.79,0,Design,Mid,T08,Low
E010,2024-09-25,6.83,6.72,0.1,98.52,7,3,4,11.28,0.95,0,Design,Mid,T08,Low
E010,2024-09-26,7.2,7.08,0.12,98.34,8,2,5,11.98,2.67,0,Design,Mid,T08,Low
E010,2024-09-27,5.44,5.86,-0.42,107.73,2,0,3,7.81,1.0,0,Design,Mid,T08,Low
E010,2024-09-28,9.67,9.47,0.21,97.86,1,2,8,13.96,1.34,0,Design,Mid,T08,Low
E010,2024-09-29,8.93,8.23,0.7,92.14,4,0,2,10.19,1.59,0,Design,Mid,T08,Low
E010,2024-09-30,7.94,7.44,0.49,93.77,1,0,8,11.61,0.86,0,Design,Mid,T08,Low
E010,2024-10-01,8.71,8.78,-0.07,100.82,8,3,9,15.76,3.46,0,Design,Mid,T08,Low
E010,2024-10-02,8.3,8.5,-0.2,102.39,0,2,7,12.11,1.97,0,Design,Mid,T08,Low
E010,2024-10-03,8.3,7.6,0.7,91.57,1,3,2,9.2,1.96,0,Design,Mid,T08,Low
E010,2024-10-04,8.79,8.12,0.66,92.45,7,2,3,11.76,2.4,0,Design,Mid,T08,Low
E010,2024-10-05,7.2,7.08,0.12,98.35,1,0,4,9.0,2.55,0,Design,Mid,T08,Low
E010,2024-10-06,10.12,9.01,1.12,88.98,5,2,5,12.93,3.16,0,Design,Mid,T08,Low
E010,2024-10-07,6.09,5.81,0.28,95.37,6,3,2,9.01,1.32,0,Design,Mid,T08,Low
E010,2024-10-08,6.68,6.46,0.22,96.68,8,0,3,10.14,1.47,0,Design,Mid,T08,Low
E010,2024-10-09,5.49,5.19,0.31,94.42,7,3,9,11.99,2.66,0,Design,Mid,T08,Low
E010,2024-10-10,8.19,7.57,0.62,92.47,9,3,4,12.51,2.38,0,Design,Mid,T08,Low
E010,2024-10-11,5.92,5.71,0.21,96.44,5,1,5,9.8,0.73,0,Design,Mid,T08,Low
E010,2024-10-12,7.71,7.42,0.29,96.29,9,3,7,13.86,2.38,0,Design,Mid,T08,Low
E010,2024-10-13,8.83,8.19,0.64,92.74,6,0,6,12.57,2.75,0,Design,Mid,T08,Low
E010,2024-10-14,8.33,8.15,0.19,97.78,8,2,6,13.63,2.14,0,Design,Mid,T08,Low
E010,2024-10-15,7.77,6.72,1.05,86.52,9,0,4,10.99,2.87,0,Design,Mid,T08,Low
E010,2024-10-16,7.84,6.5,1.35,82.83,5,3,7,12.01,0.56,0,Design,Mid,T08,Low
E010,2024-10-17,10.95,10.41,0.54,95.05,9,3,7,16.96,1.66,0,Design,Mid,T08,Low
E010,2024-10-18,9.19,8.56,0.63,93.11,0,0,2,9.46,0.62,0,Design,Mid,T08,Low
E010,2024-10-19,9.52,9.44,0.07,99.22,8,2,2,12.97,1.85,0,Design,Mid,T08,Low
E010,2024-10-20,9.87,9.02,0.85,91.38,0,3,2,10.43,1.27,0,Design,Mid,T08,Low
E010,2024-10-21,8.26,8.32,-0.06,100.67,7,1,9,14.71,2.74,0,Design,Mid,T08,Low
E010,2024-10-22,8.14,7.94,0.2,97.58,0,3,2,9.2,2.29,0,Design,Mid,T08,Low
E010,2024-10-23,6.96,6.42,0.53,92.34,8,2,7,12.47,1.72,0,Design,Mid,T08,Low
E010,2024-10-24,7.27,6.96,0.31,95.69,7,0,3,10.15,2.73,0,Design,Mid,T08,Low
E010,2024-10-25,8.32,8.31,0.01,99.83,7,3,3,12.26,1.63,0,Design,Mid,T08,Low
E010,2024-10-26,8.71,8.08,0.62,92.84,7,1,8,14.28,0.68,0,Design,Mid,T08,Low
E010,2024-10-27,8.78,8.34,0.45,94.91,8,1,6,13.46,3.21,0,Design,Mid,T08,Low
E010,2024-10-28,7.26,6.27,0.98,86.48,2,3,2,8.04,2.91,0,Design,Mid,T08,Low
E010,2024-10-29,7.47,7.34,0.13,98.22,5,1,7,12.29,1.68,0,Design,Mid,T08,Low
E010,2024-10-30,6.96,6.63,0.33,95.3,3,2,2,8.41,3.47,0,Design,Mid,T08,Low
E011,2024-08-01,5.89,4.92,0.97,83.6,7,1,8,11.12,0.69,0,Frontend,Senior,T06,Low
E011,2024-08-02,8.3,7.97,0.32,96.08,0,2,6,10.99,2.54,0,Frontend,Senior,T06,Low
E011,2024-08-03,8.1,6.85,1.25,84.61,9,1,4,11.35,2.65,0,Frontend,Senior,T06,Low
E011,2024-08-04,10.6,9.74,0.86,91.91,4,3,7,14.64,2.69,0,Frontend,Senior,T06,Low
E011,2024-08-05,7.97,7.09,0.88,88.91,3,1,3,9.19,3.34,0,Frontend,Senior,T06,Low
E011,2024-08-06,9.56,9.26,0.3,96.84,9,1,3,13.44,1.49,0,Frontend,Senior,T06,Low
E011,2024-08-07,9.14,8.91,0.24,97.42,6,3,9,15.46,2.29,0,Frontend,Senior,T06,Low
E011,2024-08-08,8.92,8.27,0.65,92.73,3,3,8,13.25,3.47,0,Frontend,Senior,T06,Low
E011,2024-08-09,8.01,7.23,0.78,90.28,2,3,2,9.08,2.33,0,Frontend,Senior,T06,Low
E011,2024-08-10,6.46,6.6,-0.14,102.1,0,1,8,10.43,2.47,0,Frontend,Senior,T06,Low
E011,2024-08-11,7.31,6.92,0.39,94.68,9,3,7,13.38,2.29,0,Frontend,Senior,T06,Low
E011,2024-08-12,6.35,5.82,0.53,91.7,3,2,4,8.96,1.1,0,Frontend,Senior,T06,Low
E011,2024-08-13,8.64,8.02,0.63,92.75,0,2,2,8.8,2.77,1,Frontend,Senior,T06,Low
E011,2024-08-14,9.06,8.81,0.25,97.19,7,0,7,14.06,0.94,1,Frontend,Senior,T06,Low
E011,2024-08-15,9.89,10.42,-0.53,105.35,6,0,9,16.45,1.76,0,Frontend,Senior,T06,Low
E011,2024-08-16,7.29,6.76,0.53,92.72,8,3,9,13.95,0.76,1,Frontend,Senior,T06,Low
E011,2024-08-17,7.47,6.89,0.58,92.24,0,0,5,9.12,1.85,0,Frontend,Senior,T06,Low
E011,2024-08-18,8.25,7.97,0.28,96.6,9,1,7,14.26,0.72,0,Frontend,Senior,T06,Low
E011,2024-08-19,8.71,7.8,0.9,89.61,6,2,6,12.58,2.79,0,Frontend,Senior,T06,Low
E011,2024-08-20,7.79,7.16,0.63,91.93,6,3,5,11.75,2.08,0,Frontend,Senior,T06,Low
E011,2024-08-21,7.79,7.22,0.58,92.62,1,2,6,10.4,3.46,0,Frontend,Senior,T06,Low
E011,2024-08-22,8.13,7.54,0.59,92.74,0,0,6,10.15,2.59,0,Frontend,Senior,T06,Low
E011,2024-08-23,7.03,6.72,0.31,95.62,3,2,4,9.52,3.38,0,Frontend,Senior,T06,Low
E011,2024-08-24,7.03,6.37,0.65,90.72,9,0,3,10.39,1.2,0,Frontend,Senior,T06,Low
E011,2024-08-25,7.91,6.97,0.94,88.12,0,1,5,9.16,3.41,0,Frontend,Senior,T06,Low
E011,2024-08-26,10.23,9.88,0.36,96.51,7,1,3,13.45,1.54,0,Frontend,Senior,T06,Low
E011,2024-08-27,7.76,7.69,0.07,99.08,8,3,2,11.47,1.49,0,Frontend,Senior,T06,Low
E011,2024-08-28,8.01,7.55,0.47,94.16,6,2,5,12.15,0.61,0,Frontend,Senior,T06,Low
E011,2024-08-29,7.48,7.31,0.17,97.68,6,1,8,13.04,1.78,0,Frontend,Senior,T06,Low
E011,2024-08-30,8.33,7.99,0.34,95.88,9,1,5,13.07,2.08,0,Frontend,Senior,T06,Low
E011,2024-08-31,8.92,8.74,0.18,98.0,3,1,2,10.6,1.61,0,Frontend,Senior,T06,Low
E011,2024-09-01,7.76,7.49,0.27,96.5,4,2,5,11.38,1.35,0,Frontend,Senior,T06,Low
E011,2024-09-02,4.14,3.25,0.89,78.48,5,0,3,5.78,1.8,1,Frontend,Senior,T06,Low
E011,2024-09-03,9.35,8.9,0.46,95.11,3,1,9,14.01,3.22,0,Frontend,Senior,T06,Low
E011,2024-09-04,8.66,7.43,1.22,85.9,2,1,2,9.07,1.1,0,Frontend,Senior,T06,Low
E011,2024-09-05,6.19,5.55,0.65,89.54,8,0,6,10.43,3.42,0,Frontend,Senior,T06,Low
E011,2024-09-06,9.01,7.9,1.11,87.69,9,0,5,12.88,1.43,0,Frontend,Senior,T06,Low
E011,2024-09-07,8.71,8.07,0.64,92.64,4,2,2,10.33,2.22,0,Frontend,Senior,T06,Low
E011,2024-09-08,7.07,7.88,-0.81,111.4,7,2,6,13.19,1.24,0,Frontend,Senior,T06,Low
E011,2024-09-09,7.05,7.02,0.03,99.62,8,2,4,11.34,3.2,0,Frontend,Senior,T06,Low
E011,2024-09-10,8.92,8.08,0.84,90.57,2,0,2,9.5,1.18,0,Frontend,Senior,T06,Low
E011,2024-09-11,9.73,8.55,1.18,87.88,2,1,6,11.88,3.14,0,Frontend,Senior,T06,Low
E011,2024-09-12,7.91,7.29,0.62,92.16,5,3,5,11.36,3.48,0,Frontend,Senior,T06,Low
E011,2024-09-13,7.58,7.33,0.26,96.59,4,1,3,9.94,1.91,0,Frontend,Senior,T06,Low
E011,2024-09-14,6.32,6.62,-0.31,104.84,6,0,5,10.23,3.31,1,Frontend,Senior,T06,Low
E011,2024-09-15,5.34,5.24,0.09,98.22,1,1,3,7.07,1.12,0,Frontend,Senior,T06,Low
E011,2024-09-16,8.08,8.21,-0.13,101.61,8,2,3,12.21,2.03,0,Frontend,Senior,T06,Low
E011,2024-09-17,7.44,6.54,0.9,87.96,5,3,8,12.5,0.99,0,Frontend,Senior,T06,Low
E011,2024-09-18,7.88,7.73,0.15,98.09,1,2,9,12.6,2.19,0,Frontend,Senior,T06,Low
E011,2024-09-19,9.95,9.56,0.39,96.1,8,0,4,13.44,3.46,0,Frontend,Senior,T06,Low
E011,2024-09-20,7.61,6.97,0.64,91.6,5,1,8,12.34,2.21,0,Frontend,Senior,T06,Low
E011,2024-09-21,9.28,8.97,0.31,96.62,2,1,9,14.03,1.61,0,Frontend,Senior,T06,Low
E011,2024-09-22,8.09,7.24,0.85,89.5,5,1,2,9.71,1.56,0,Frontend,Senior,T06,Low
E011,2024-09-23,8.09,7.84,0.25,96.86,8,0,8,13.84,2.64,0,Frontend,Senior,T06,Low
E011,2024-09-24,9.5,8.59,0.91,90.47,7,1,5,13.24,0.97,0,Frontend,Senior,T06,Low
E011,2024-09-25,7.7,7.31,0.39,94.89,3,3,2,9.47,2.28,0,Frontend,Senior,T06,Low
E011,2024-09-26,9.5,9.21,0.29,96.97,1,3,6,12.65,3.05,0,Frontend,Senior,T06,Low
E011,2024-09-27,9.41,8.51,0.9,90.46,5,3,6,13.1,3.38,0,Frontend,Senior,T06,Low
E011,2024-09-28,8.0,8.19,-0.19,102.44,2,3,2,9.92,3.11,0,Frontend,Senior,T06,Low
E011,2024-09-29,10.67,10.73,-0.05,100.51,1,1,4,13.07,1.03,0,Frontend,Senior,T06,Low
E011,2024-09-30,8.5,7.6,0.9,89.4,2,0,7,11.56,0.93,0,Frontend,Senior,T06,Low
E011,2024-10-01,6.16,5.04,1.13,81.7,2,0,7,8.82,2.11,0,Frontend,Senior,T06,Low
E011,2024-10-02,7.8,7.78,0.02,99.71,4,0,3,10.39,0.59,0,Frontend,Senior,T06,Low
E011,2024-10-03,10.56,10.6,-0.03,100.32,5,3,4,14.4,0.66,1,Frontend,Senior,T06,Low
E011,2024-10-04,9.89,9.87,0.02,99.84,6,0,9,15.91,1.75,0,Frontend,Senior,T06,Low
E011,2024-10-05,9.88,9.73,0.15,98.51,0,3,2,10.89,2.95,0,Frontend,Senior,T06,Low
E011,2024-10-06,7.21,6.87,0.34,95.22,2,3,9,12.09,3.19,0,Frontend,Senior,T06,Low
E011,2024-10-07,5.91,4.44,1.47,75.08,9,0,7,10.53,0.73,0,Frontend,Senior,T06,Low
E011,2024-10-08,8.92,8.51,0.41,95.4,2,0,2,9.75,2.38,0,Frontend,Senior,T06,Low
E011,2024-10-09,9.0,7.66,1.34,85.15,1,1,9,12.48,1.2,0,Frontend,Senior,T06,Low
E011,2024-10-10,7.85,7.4,0.46,94.19,0,2,7,10.89,2.74,0,Frontend,Senior,T06,Low
E011,2024-10-11,7.75,7.21,0.53,93.11,5,2,7,12.3,2.05,0,Frontend,Senior,T06,Low
E011,2024-10-12,7.15,6.82,0.33,95.36,5,2,7,11.87,2.36,0,Frontend,Senior,T06,Low
E011,2024-10-13,10.93,10.68,0.25,97.68,8,3,5,15.97,1.4,0,Frontend,Senior,T06,Low
E011,2024-10-14,7.55,6.34,1.2,84.08,5,3,2,9.14,2.02,0,Frontend,Senior,T06,Low
E011,2024-10-15,8.62,8.2,0.42,95.11,4,2,3,11.18,0.78,0,Frontend,Senior,T06,Low
E011,2024-10-16,7.85,7.18,0.66,91.54,9,1,2,10.93,1.0,0,Frontend,Senior,T06,Low
E011,2024-10-17,8.31,7.08,1.24,85.11,1,0,9,11.53,2.28,0,Frontend,Senior,T06,Low
E011,2024-10-18,7.6,7.97,-0.37,104.89,9,2,4,12.69,2.5,0,Frontend,Senior,T06,Low
E011,2024-10-19,7.85,7.0,0.85,89.14,3,1,8,11.58,3.44,0,Frontend,Senior,T06,Low
E011,2024-10-20,6.41,5.99,0.42,93.38,6,2,9,12.04,3.0,1,Frontend,Senior,T06,Low
E011,2024-10-21,7.22,7.01,0.21,97.08,7,3,7,13.0,1.37,0,Frontend,Senior,T06,Low
E011,2024-10-22,9.07,8.29,0.78,91.44,0,2,2,9.61,0.55,0,Frontend,Senior,T06,Low
E011,2024-10-23,8.47,8.15,0.32,96.2,6,3,9,14.91,0.92,0,Frontend,Senior,T06,Low
E011,2024-10-24,6.83,6.03,0.8,88.28,0,2,5,8.82,0.75,0,Frontend,Senior,T06,Low
E011,2024-10-25,7.85,7.66,0.19,97.53,5,2,2,10.3,1.68,0,Frontend,Senior,T06,Low
E011,2024-10-26,6.8,6.55,0.26,96.24,7,0,3,9.96,1.26,0,Frontend,Senior,T06,Low
E011,2024-10-27,7.23,6.3,0.94,87.05,7,1,4,10.15,2.98,0,Frontend,Senior,T06,Low
E011,2024-10-28,5.77,5.21,0.57,90.19,6,2,2,8.16,1.67,0,Frontend,Senior,T06,Low
E011,2024-10-29,8.18,8.06,0.11,98.63,2,3,8,12.99,1.83,0,Frontend,Senior,T06,Low
E011,2024-10-30,7.8,7.01,0.79,89.83,3,1,2,8.93,1.22,0,Frontend,Senior,T06,Low
E012,2024-08-01,8.07,7.6,0.46,94.25,4,2,5,11.22,3.2,0,Backend,Mid,T09,Low
E012,2024-08-02,8.51,7.37,1.14,86.56,9,0,3,11.2,2.47,0,Backend,Mid,T09,Low
E012,2024-08-03,10.79,9.95,0.84,92.19,8,3,2,13.49,3.01,0,Backend,Mid,T09,Low
E012,2024-08-04,9.36,8.71,0.65,93.1,4,3,6,13.23,1.89,0,Backend,Mid,T09,Low
E012,2024-08-05,7.71,7.3,0.41,94.69,2,3,4,10.31,1.27,0,Backend,Mid,T09,Low
E012,2024-08-06,7.19,7.29,-0.09,101.32,5,2,2,9.96,1.54,0,Backend,Mid,T09,Low
E012,2024-08-07,8.32,7.63,0.69,91.72,3,1,7,11.72,3.42,0,Backend,Mid,T09,Low
E012,2024-08-08,9.62,9.33,0.29,97.03,3,0,4,11.95,1.89,0,Backend,Mid,T09,Low
E012,2024-08-09,10.49,9.66,0.84,92.04,4,1,8,14.87,1.21,0,Backend,Mid,T09,Low
E012,2024-08-10,9.5,8.8,0.7,92.63,2,1,8,13.19,2.71,0,Backend,Mid,T09,Low
E012,2024-08-11,6.05,5.37,0.68,88.76,6,0,3,8.36,2.07,0,Backend,Mid,T09,Low
E012,2024-08-12,4.99,4.37,0.62,87.51,7,1,7,9.86,2.05,0,Backend,Mid,T09,Low
E012,2024-08-13,9.91,8.66,1.25,87.39,0,0,5,10.96,1.36,0,Backend,Mid,T09,Low
E012,2024-08-14,8.14,7.76,0.38,95.35,6,1,6,12.14,2.79,1,Backend,Mid,T09,Low
E012,2024-08-15,8.6,7.98,0.62,92.8,7,1,5,12.54,1.55,0,Backend,Mid,T09,Low
E012,2024-08-16,10.48,9.84,0.64,93.9,9,2,6,15.61,2.21,0,Backend,Mid,T09,Low
E012,2024-08-17,12.45,11.93,0.52,95.86,8,3,8,18.45,3.22,0,Backend,Mid,T09,Low
E012,2024-08-18,8.6,8.2,0.4,95.36,1,3,6,11.9,1.33,0,Backend,Mid,T09,Low
E012,2024-08-19,7.51,8.15,-0.64,108.52,3,0,5,11.11,2.96,0,Backend,Mid,T09,Low
E012,2024-08-20,9.46,8.87,0.6,93.7,0,3,7,12.8,1.14,0,Backend,Mid,T09,Low
E012,2024-08-21,7.04,6.49,0.55,92.19,8,0,5,10.95,2.9,0,Backend,Mid,T09,Low
E012,2024-08-22,9.02,8.78,0.24,97.33,7,0,2,11.48,2.66,0,Backend,Mid,T09,Low
E012,2024-08-23,6.71,6.22,0.49,92.69,4,3,7,11.05,3.17,0,Backend,Mid,T09,Low
E012,2024-08-24,7.31,6.78,0.52,92.85,6,1,4,10.27,3.45,0,Backend,Mid,T09,Low
E012,2024-08-25,8.87,8.31,0.56,93.72,3,2,6,12.48,0.91,0,Backend,Mid,T09,Low
E012,2024-08-26,6.48,6.03,0.46,92.94,0,1,2,6.72,3.39,0,Backend,Mid,T09,Low
E012,2024-08-27,7.21,6.73,0.48,93.31,1,2,4,9.19,1.56,0,Backend,Mid,T09,Low
E012,2024-08-28,5.65,5.76,-0.1,101.81,4,1,4,8.58,2.54,1,Backend,Mid,T09,Low
E012,2024-08-29,8.44,7.49,0.96,88.65,5,0,9,13.15,0.94,1,Backend,Mid,T09,Low
E012,2024-08-30,7.71,7.54,0.17,97.74,5,2,7,12.43,3.4,0,Backend,Mid,T09,Low
E012,2024-08-31,6.18,5.88,0.3,95.17,5,0,7,10.63,1.67,0,Backend,Mid,T09,Low
E012,2024-09-01,8.78,8.6,0.18,97.92,1,3,6,12.24,1.72,0,Backend,Mid,T09,Low
E012,2024-09-02,10.11,9.91,0.2,98.05,8,2,8,16.48,1.54,0,Backend,Mid,T09,Low
E012,2024-09-03,7.9,7.5,0.4,94.95,6,3,4,11.43,3.14,0,Backend,Mid,T09,Low
E012,2024-09-04,8.24,8.17,0.07,99.11,3,1,8,13.09,1.18,0,Backend,Mid,T09,Low
E012,2024-09-05,8.26,7.39,0.88,89.41,8,2,5,12.39,1.96,0,Backend,Mid,T09,Low
E012,2024-09-06,8.39,8.32,0.07,99.11,1,2,7,12.16,2.4,0,Backend,Mid,T09,Low
E012,2024-09-07,8.27,8.51,-0.24,102.88,4,0,5,11.88,2.23,0,Backend,Mid,T09,Low
E012,2024-09-08,8.92,7.9,1.02,88.56,2,0,3,9.38,2.85,1,Backend,Mid,T09,Low
E012,2024-09-09,9.48,9.33,0.15,98.42,7,2,2,12.53,2.02,0,Backend,Mid,T09,Low
E012,2024-09-10,6.55,5.82,0.72,88.93,8,3,8,12.72,0.69,0,Backend,Mid,T09,Low
E012,2024-09-11,8.51,8.31,0.2,97.71,5,1,8,13.83,1.19,0,Backend,Mid,T09,Low
E012,2024-09-12,7.08,6.21,0.88,87.62,0,2,5,8.77,2.26,0,Backend,Mid,T09,Low
E012,2024-09-13,8.36,7.93,0.43,94.9,5,2,7,13.03,2.02,0,Backend,Mid,T09,Low
E012,2024-09-14,6.53,5.91,0.62,90.5,7,1,4,9.71,3.39,0,Backend,Mid,T09,Low
E012,2024-09-15,7.43,7.97,-0.54,107.26,1,1,5,10.33,2.89,1,Backend,Mid,T09,Low
E012,2024-09-16,6.71,6.35,0.37,94.55,7,3,3,10.42,0.88,0,Backend,Mid,T09,Low
E012,2024-09-17,7.57,7.11,0.46,93.91,2,0,2,8.46,1.67,0,Backend,Mid,T09,Low
E012,2024-09-18,4.92,4.29,0.63,87.12,1,3,3,6.39,2.0,0,Backend,Mid,T09,Low
E012,2024-09-19,9.23,8.38,0.85,90.79,3,1,7,12.62,2.41,0,Backend,Mid,T09,Low
E012,2024-09-20,8.59,8.3,0.29,96.64,8,2,7,14.29,2.06,0,Backend,Mid,T09,Low
E012,2024-09-21,6.78,5.87,0.9,86.66,0,3,2,7.3,1.19,0,Backend,Mid,T09,Low
E012,2024-09-22,9.22,8.72,0.5,94.53,2,3,2,10.33,2.59,1,Backend,Mid,T09,Low
E012,2024-09-23,8.02,7.48,0.54,93.24,9,3,8,14.37,2.68,0,Backend,Mid,T09,Low
E012,2024-09-24,5.5,5.46,0.04,99.32,1,2,2,6.65,3.41,0,Backend,Mid,T09,Low
E012,2024-09-25,7.12,6.3,0.82,88.48,3,1,2,8.18,1.48,0,Backend,Mid,T09,Low
E012,2024-09-26,9.3,8.67,0.64,93.16,5,2,2,11.23,2.22,0,Backend,Mid,T09,Low
E012,2024-09-27,8.36,7.43,0.92,88.95,4,1,5,11.14,1.3,0,Backend,Mid,T09,Low
E012,2024-09-28,7.89,7.19,0.69,91.2,4,0,3,9.81,0.57,0,Backend,Mid,T09,Low
E012,2024-09-29,9.51,9.03,0.48,94.97,6,2,8,14.99,1.59,0,Backend,Mid,T09,Low
E012,2024-09-30,8.77,8.5,0.27,96.89,5,0,8,13.77,1.51,0,Backend,Mid,T09,Low
E012,2024-10-01,6.7,6.1,0.6,91.09,6,1,8,11.87,1.58,0,Backend,Mid,T09,Low
E012,2024-10-02,5.58,4.4,1.18,78.78,2,0,4,6.64,2.39,0,Backend,Mid,T09,Low
E012,2024-10-03,10.31,10.06,0.25,97.62,2,2,2,11.55,3.37,0,Backend,Mid,T09,Low
E012,2024-10-04,9.11,8.77,0.35,96.21,5,1,5,12.78,1.25,0,Backend,Mid,T09,Low
E012,2024-10-05,8.8,8.13,0.67,92.39,9,3,8,15.16,1.79,0,Backend,Mid,T09,Low
E012,2024-10-06,9.28,8.38,0.9,90.29,1,0,9,12.93,1.64,0,Backend,Mid,T09,Low
E012,2024-10-07,9.89,10.25,-0.36,103.64,0,2,3,11.63,3.44,0,Backend,Mid,T09,Low
E012,2024-10-08,6.61,5.91,0.7,89.4,7,1,3,9.32,2.6,0,Backend,Mid,T09,Low
E012,2024-10-09,7.31,5.7,1.62,77.9,2,2,4,8.44,1.71,0,Backend,Mid,T09,Low
E012,2024-10-10,9.19,9.04,0.15,98.37,6,0,9,15.09,1.67,0,Backend,Mid,T09,Low
E012,2024-10-11,4.91,4.53,0.38,92.2,6,2,3,7.92,0.75,1,Backend,Mid,T09,Low
E012,2024-10-12,8.76,8.71,0.04,99.49,7,2,7,14.39,0.83,1,Backend,Mid,T09,Low
E012,2024-10-13,6.46,6.56,-0.1,101.47,4,0,8,11.4,2.4,0,Backend,Mid,T09,Low
E012,2024-10-14,9.44,8.2,1.24,86.85,7,2,8,14.6,0.68,0,Backend,Mid,T09,Low
E012,2024-10-15,8.97,8.9,0.07,99.25,3,0,5,12.05,1.72,0,Backend,Mid,T09,Low
E012,2024-10-16,4.94,4.04,0.9,81.81,2,1,4,6.71,0.86,0,Backend,Mid,T09,Low
E012,2024-10-17,8.55,7.95,0.6,92.96,1,3,7,12.12,1.52,0,Backend,Mid,T09,Low
E012,2024-10-18,6.51,6.34,0.17,97.45,9,1,7,12.3,2.95,0,Backend,Mid,T09,Low
E012,2024-10-19,7.4,6.77,0.64,91.39,3,3,2,8.96,2.04,0,Backend,Mid,T09,Low
E012,2024-10-20,6.98,6.06,0.91,86.93,1,3,3,7.96,3.33,0,Backend,Mid,T09,Low
E012,2024-10-21,9.25,8.51,0.74,92.0,0,2,4,10.49,2.79,0,Backend,Mid,T09,Low
E012,2024-10-22,6.64,6.11,0.53,92.05,2,2,9,11.22,2.6,0,Backend,Mid,T09,Low
E012,2024-10-23,7.36,6.73,0.63,91.39,1,1,7,10.21,3.43,0,Backend,Mid,T09,Low
E012,2024-10-24,9.46,8.66,0.8,91.55,4,1,8,13.67,2.57,0,Backend,Mid,T09,Low
E012,2024-10-25,8.66,7.69,0.97,88.81,0,3,5,10.41,2.54,0,Backend,Mid,T09,Low
E012,2024-10-26,7.58,7.03,0.55,92.72,8,2,2,10.48,2.33,0,Backend,Mid,T09,Low
E012,2024-10-27,7.74,7.58,0.16,97.95,6,3,2,10.7,1.87,0,Backend,Mid,T09,Low
E012,2024-10-28,8.15,7.64,0.5,93.82,0,3,2,8.75,3.26,0,Backend,Mid,T09,Low
E012,2024-10-29,8.48,7.79,0.69,91.88,2,2,7,12.16,0.89,0,Backend,Mid,T09,Low
E012,2024-10-30,8.34,8.17,0.17,97.96,7,3,3,12.09,1.89,0,Backend,Mid,T09,Low
E013,2024-08-01,8.68,8.47,0.21,97.56,5,0,6,12.5,3.17,0,DevOps,Mid,T06,Low
E013,2024-08-02,7.26,6.49,0.78,89.3,6,2,5,11.08,0.71,0,DevOps,Mid,T06,Low
E013,2024-08-03,8.73,8.06,0.68,92.26,6,3,2,11.37,0.58,0,DevOps,Mid,T06,Low
E013,2024-08-04,5.88,4.5,1.37,76.61,6,1,8,10.27,1.57,0,DevOps,Mid,T06,Low
E013,2024-08-05,7.23,6.66,0.57,92.17,7,0,3,10.16,0.68,0,DevOps,Mid,T06,Low
E013,2024-08-06,7.29,7.31,-0.02,100.21,2,2,7,11.34,3.15,0,DevOps,Mid,T06,Low
E013,2024-08-07,9.39,8.31,1.08,88.45,4,0,5,11.83,1.17,0,DevOps,Mid,T06,Low
E013,2024-08-08,7.43,6.94,0.49,93.37,8,1,4,11.29,1.7,0,DevOps,Mid,T06,Low
E013,2024-08-09,7.29,6.93,0.37,94.99,2,0,2,8.23,1.98,0,DevOps,Mid,T06,Low
E013,2024-08-10,8.04,7.47,0.57,92.89,7,1,8,13.58,1.3,0,DevOps,Mid,T06,Low
E013,2024-08-11,8.0,6.61,1.39,82.63,6,1,9,12.39,3.49,1,DevOps,Mid,T06,Low
E013,2024-08-12,8.17,8.23,-0.06,100.76,3,1,4,11.13,1.36,0,DevOps,Mid,T06,Low
E013,2024-08-13,8.57,8.46,0.12,98.65,1,0,9,13.03,1.54,0,DevOps,Mid,T06,Low
E013,2024-08-14,8.94,8.44,0.5,94.35,1,0,9,12.86,2.54,0,DevOps,Mid,T06,Low
E013,2024-08-15,7.94,7.62,0.32,96.01,6,3,9,14.35,1.16,0,DevOps,Mid,T06,Low
E013,2024-08-16,10.39,10.97,-0.58,105.63,8,0,4,15.26,0.76,0,DevOps,Mid,T06,Low
E013,2024-08-17,7.6,7.61,-0.01,100.09,8,2,9,14.71,1.32,0,DevOps,Mid,T06,Low
E013,2024-08-18,6.9,6.74,0.16,97.69,5,2,4,10.56,0.51,0,DevOps,Mid,T06,Low
E013,2024-08-19,8.7,8.62,0.08,99.11,2,3,2,10.3,3.48,0,DevOps,Mid,T06,Low
E013,2024-08-20,9.79,9.21,0.58,94.05,0,2,4,11.35,1.72,0,DevOps,Mid,T06,Low
E013,2024-08-21,7.35,7.37,-0.02,100.32,7,1,5,11.93,1.63,0,DevOps,Mid,T06,Low
E013,2024-08-22,8.61,8.64,-0.03,100.35,2,0,5,11.35,2.57,0,DevOps,Mid,T06,Low
E013,2024-08-23,8.99,7.77,1.22,86.45,0,2,9,12.17,3.34,0,DevOps,Mid,T06,Low
E013,2024-08-24,10.08,9.06,1.02,89.85,5,1,5,12.87,2.62,0,DevOps,Mid,T06,Low
E013,2024-08-25,8.22,8.28,-0.06,100.72,0,1,9,12.82,1.01,0,DevOps,Mid,T06,Low
